de	Aalabyss
de	Abra
de	Absol
de	Adebom
de	Admurai
de	Aerodactyl
de	Aeropteryx
de	Affiti
de	Aggrostella
de	Agiluza
de	Agoyon
de	Akkup
de	Algitt
de	Alpollo
de	Altaria
de	Amagarga
de	Amarino
de	Ambidiffel
de	Amfira
de	Amigento
de	Amonitas
de	Amoroso
de	Ampharos
de	Amphizel
de	Anego
de	Anorith
de	Apoquallyp
de	Aquana
de	Aranestro
de	Araqua
de	Arbok
de	Arboretoss
de	Arceus
de	Ariados
de	Arkani
de	Arktilas
de	Arktip
de	Arktos
de	Armaldo
de	Austos
de	Axantor
de	Azugladis
de	Azumarill
de	Azurill
de	Backel
de	Bailonda
de	Baldorfish
de	Balgoras
de	Bamelin
de	Bandelby
de	Banette
de	Baojian
de	Barrakiefa
de	Barrikadax
de	Barschuft
de	Barschwa
de	Bauz
de	Beatori
de	Bellektro
de	Benesaru
de	Bibor
de	Bidifas
de	Bidiza
de	Bisaflor
de	Bisaknosp
de	Bisasam
de	Bisofank
de	Bissbark
de	Bithora
de	Blanas
de	Blipp
de	Blitza
de	Blubella
de	Bluzuk
de	Bojelin
de	Bollterus
de	Boninu
de	Boreos
de	Botogel
de	Branawarz
de	Briduradon
de	Brigaron
de	Brimano
de	Brimova
de	Britzigel
de	Brockoloss
de	Bronzel
de	Bronzong
de	Brutalanda
de	Brüllschweif
de	Bubungus
de	Bummelz
de	Burmadame
de	Burmy
de	Bähmon
de	Caesurio
de	Calamanero
de	Camaub
de	Camerupt
de	Castellith
de	Cavalanzas
de	Celebi
de	Cerapendra
de	Chaneira
de	Charmian
de	Chelast
de	Chelcarain
de	Chelterrar
de	Chevrumm
de	Chilingel
de	Chillabell
de	Chimpep
de	Chimstix
de	Chongjian
de	Choreogel
de	Clavion
de	Coiffwaff
de	Colossand
de	Corasonn
de	Coronospa
de	Cosmog
de	Cosmovum
de	Cottini
de	Cottomi
de	Cresselia
de	Crimanzo
de	Cryospino
de	Cupidos
de	Curelei
de	Dakuma
de	Damhirplex
de	Damythir
de	Darkrai
de	Dartignis
de	Dartiri
de	Dedenne
de	Delfinator
de	Demeteros
de	Deoxys
de	Deponitox
de	Despotar
de	Dialga
de	Diancie
de	Digda
de	Digdri
de	Dinglu
de	Ditto
de	Dodri
de	Dodu
de	Donarion
de	Donnersichel
de	Donphan
de	Dragonir
de	Dragoran
de	Drapfel
de	Draschel
de	Dratini
de	Dressella
de	Driftlon
de	Drifzepeli
de	Duflor
de	Dummimisel
de	Dummisel
de	Duodino
de	Duokles
de	Duraludon
de	Durengard
de	Dusselgurr
de	Echnatoll
de	Efoserp
de	Eguana
de	Eisenblatt
de	Eisenbündel
de	Eisendorn
de	Eisenfalter
de	Eisenfels
de	Eisenhals
de	Eisenhand
de	Eisenhaupt
de	Eisenkrieger
de	Eisenrad
de	Elekid
de	Elektek
de	Elevoltek
de	Elezard
de	Elezeba
de	Elfun
de	Emolga
de	Endivie
de	Endynalos
de	Eneco
de	Enekoro
de	Entei
de	Enton
de	Entoron
de	Epitaff
de	Espinodon
de	Evoli
de	Famieps
de	Farbeagle
